stock_no,category,colour,shape,carat,carat_band,clarity,cut,polish,symmetry,measurements,depth_pct,table_pct,ratio,lab,cert_no,verify_url,video_url
PDKP-3040,Fancy Colour,VIVID PINK,PEAR,3.53,3.00–4.99ct,VVS2,,EX,EX,13.40 - 8.36 * 4.79,57.3,68.0,1.6,IGI,816628470,https://api.igi.org/viewpdf.php?r=816628470,https://workshop.360view.link/360viewer/360view.html?d=0907262-PDKP-3040
PDKP-2369,Fancy Colour,VIVID PINK,PEAR,3.51,3.00–4.99ct,VVS2,,EX,EX,13.23 - 7.77 * 4.79,61.6,64.0,1.7,IGI,819699984,https://api.igi.org/viewpdf.php?r=819699984,https://workshop.360view.link/360viewer/360view.html?d=2807263-PDKP-2369
PDP-2,Fancy Colour,DEEP PINK,PEAR,3.05,3.00–4.99ct,VS2,,EX,EX,12.97 - 7.45 * 4.55,61.1,58.0,1.74,IGI,683547564,https://api.igi.org/viewpdf.php?r=683547564,https://workshop.360view.link/360viewer/360view.html?d=2703254-p-2-pr
PDKP-1909,Fancy Colour,VIVID PINK,PEAR,2.3,2.00–2.99ct,VVS2,,EX,EX,11.40 - 7.01 * 4.27,60.9,63.0,1.63,IGI,750531541,https://api.igi.org/viewpdf.php?r=750531541,
PDKP-3002,Fancy Colour,INTENSE PINK,PEAR,2.28,2.00–2.99ct,VVS2,,EX,EX,11.37 - 7.09 * 4.15,58.5,66.0,1.6,IGI,816603733,https://api.igi.org/viewpdf.php?r=816603733,https://workshop.360view.link/360viewer/360view.html?d=1807268-PDKP-3002
PDPVY-9-A,Fancy Colour,VIVID PINK,PEAR,2.07,2.00–2.99ct,SI1,,EX,EX,10.29 - 6.76 * 4.12,60.9,60.0,1.52,IGI,683547560,https://api.igi.org/viewpdf.php?r=683547560,https://workshop.360view.link/360viewer/360view.html?d=2703253-pvy-9-a-pr
PDKP-2368,Fancy Colour,VIVID PINK,PEAR,2.06,2.00–2.99ct,VS1,,EX,EX,11.43 - 6.55 * 4,61.1,56.0,1.75,IGI,814633728,https://api.igi.org/viewpdf.php?r=814633728,https://workshop.360view.link/360viewer/360view.html?d=3006261-PDKP-2368-CHP-
PDPVY-8-D,Fancy Colour,VIVID PINK,PEAR,1.91,1.00–1.99ct,VS2,,EX,EX,10.42 - 6.60 * 4.07,61.7,58.0,1.58,IGI,683547562,https://api.igi.org/viewpdf.php?r=683547562,https://workshop.360view.link/360viewer/360view.html?d=2703255-pvy-8-d-pr
PDKP-2371,Fancy Colour,VIVID PINK,PEAR,1.75,1.00–1.99ct,VVS2,,EX,EX,9.48 - 6.03 * 4.14,68.7,59.0,1.57,IGI,809688801,https://api.igi.org/viewpdf.php?r=809688801,https://workshop.360view.link/360viewer/360view.html?d=2807265-PDKP-2371
PDPVY-13-B,Fancy Colour,VIVID PINK,PEAR,1.7,1.00–1.99ct,VS2,,EX,EX,10.37 - 6.13 * 3.81,62.2,60.0,1.69,IGI,694547241,https://api.igi.org/viewpdf.php?r=694547241,https://workshop.360view.link/360viewer/360view.html?d=2204254-PVY-13-B
PVY-9-C,Fancy Colour,VIVID PINK,PEAR,1.59,1.00–1.99ct,SI1,,EX,EX,9.40 - 6.02 * 3.84,63.8,56.0,1.56,IGI,683547565,https://api.igi.org/viewpdf.php?r=683547565,https://workshop.360view.link/360viewer/360view.html?d=2703252-pvy-9-c-pr
PDKP-2381,Fancy Colour,VIVID PINK,PEAR,1.52,1.00–1.99ct,VS1,,EX,EX,9.22 - 6.03 * 3.82,63.3,59.0,1.53,IGI,817666199,https://api.igi.org/viewpdf.php?r=817666199,https://workshop.360view.link/360viewer/360view.html?d=1508262-PDKP-2381
PDKP-2358,Fancy Colour,VIVID PINK,PEAR,1.23,1.00–1.99ct,VS2,,EX,EX,8.86 - 5.71 * 3.59,62.9,61.0,1.55,IGI,801683507,https://api.igi.org/viewpdf.php?r=801683507,https://workshop.360view.link/360viewer/360view.html?d=1006262-PDKP-2358
PDKY-1012-C,Fancy Colour,VIVID PINK,PEAR,1.21,1.00–1.99ct,SI2,,EX,EX,8.62 - 5.57 * 3.39,60.9,61.0,1.55,IGI,683547566,https://api.igi.org/viewpdf.php?r=683547566,
PDKP-2301,Fancy Colour,VIVID PINK,PEAR,1.04,1.00–1.99ct,VVS2,,EX,EX,8.14 - 5.41 * 3.22,59.5,65.0,1.5,IGI,794634108,https://api.igi.org/viewpdf.php?r=794634108,https://workshop.360view.link/360viewer/360view.html?d=0805263-PDKP-2301
PDKP-2370,Fancy Colour,VIVID PINK,PEAR,1.01,1.00–1.99ct,VVS1,,EX,EX,8.89 - 5.19 * 3.14,60.5,62.0,1.71,IGI,821610235,https://api.igi.org/viewpdf.php?r=821610235,https://workshop.360view.link/360viewer/360view.html?d=0708262-PDKP-2370
PDKP-2201,Fancy Colour,VIVID PINK,PEAR,0.93,Under 1ct,VVS2,,VG,VG,7.67 - 5.19 * 3.24,62.4,60.0,1.48,IGI,786625846,https://api.igi.org/viewpdf.php?r=786625846,https://workshop.360view.link/360viewer/360view.html?d=0303268-kl-26-pr
PDKP-2341,Fancy Colour,VIVID PINK,PEAR,0.92,Under 1ct,VS1,,VG,VG,8.75 - 5.14 * 3.01,58.6,61.0,1.7,IGI,795624198,https://api.igi.org/viewpdf.php?r=795624198,https://workshop.360view.link/360viewer/360view.html?d=2005264-PDKP-2341
JP-204,Fancy Colour,VIVID PINK,PEAR,0.9,Under 1ct,VVS2,,VG,VG,8.34 - 4.80 * 3.13,65.2,58.0,1.74,IGI,826604930,https://api.igi.org/viewpdf.php?r=826604930,https://workshop.360view.link/360viewer/360view.html?d=1208267-JP-204-
PDKP-2336,Fancy Colour,VIVID PINK,PEAR,0.89,Under 1ct,VVS2,,VG,VG,7.74 - 5.01 * 3.13,62.5,61.0,1.54,IGI,795624193,https://api.igi.org/viewpdf.php?r=795624193,https://workshop.360view.link/360viewer/360view.html?d=2005263-PDKP-2336
PDKP-2334,Fancy Colour,VIVID PINK,PEAR,0.87,Under 1ct,VVS2,,VG,VG,8.40 - 5.13 * 2.83,55.2,59.0,1.64,IGI,795624191,https://api.igi.org/viewpdf.php?r=795624191,https://workshop.360view.link/360viewer/360view.html?d=2005263-PDKP-2334
PDKP-2335,Fancy Colour,VIVID PINK,PEAR,0.86,Under 1ct,VS1,,VG,VG,7.51 - 4.96 * 3.10,62.5,58.0,1.51,IGI,795624192,https://api.igi.org/viewpdf.php?r=795624192,https://workshop.360view.link/360viewer/360view.html?d=2005264-PDKP-2335
PDKP-2417,Fancy Colour,VIVID PINK,PEAR,0.81,Under 1ct,VVS2,,VG,EX,7.35 - 4.88 * 3.11,63.7,59.0,1.51,IGI,826604962,https://api.igi.org/viewpdf.php?r=826604962,https://workshop.360view.link/360viewer/360view.html?d=1508261-PDKP-2417
PDKP-2164,Fancy Colour,VIVID PINK,PEAR,0.8,Under 1ct,VVS2,,VG,VG,7.33 - 4.77 * 3.19,66.9,56.0,1.54,IGI,784655012,https://api.igi.org/viewpdf.php?r=784655012,https://workshop.360view.link/360viewer/360view.html?d=0303266-KL-13-PR
PDKP-2167,Fancy Colour,VIVID PINK,PEAR,0.71,Under 1ct,VVS2,,VG,GOOD,7.18 - 4.70 * 2.91,61.9,62.0,1.53,IGI,784655015,https://api.igi.org/viewpdf.php?r=784655015,https://workshop.360view.link/360viewer/360view.html?d=0303267-KL-02-PR
PDKP-2407,Fancy Colour,VIVID PINK,PEAR,0.7,Under 1ct,VVS2,,VG,VG,7.03 - 4.48 * 2.96,66.1,63.0,1.57,IGI,826604952,https://api.igi.org/viewpdf.php?r=826604952,https://workshop.360view.link/360viewer/360view.html?d=1508266-PDKP-2407
PDKP-2175,Fancy Colour,VIVID PINK,PEAR,0.68,Under 1ct,VS1,,VG,VG,6.85 - 4.52 * 2.94,65.0,60.0,1.52,IGI,784655023,https://api.igi.org/viewpdf.php?r=784655023,https://workshop.360view.link/360viewer/360view.html?d=0303261-kl-4-PR
PDKP-2162,Fancy Colour,VIVID PINK,PEAR,0.67,Under 1ct,VVS2,,GOOD,VG,6.68 - 4.53 * 3.03,66.9,57.0,1.47,IGI,784655010,https://api.igi.org/viewpdf.php?r=784655010,https://workshop.360view.link/360viewer/360view.html?d=0303260-KL-10-PR
PDKP-2177,Fancy Colour,VIVID PINK,PEAR,0.66,Under 1ct,VVS2,,VG,VG,6.89 - 4.62 * 2.92,63.2,61.0,1.49,IGI,784655025,https://api.igi.org/viewpdf.php?r=784655025,https://workshop.360view.link/360viewer/360view.html?d=0303260-KL-10-PR
PDKP-2160,Fancy Colour,VIVID PINK,PEAR,0.63,Under 1ct,VS1,,VG,VG,6.54 - 4.52 * 2.88,63.7,59.0,1.45,IGI,784655008,https://api.igi.org/viewpdf.php?r=784655008,https://workshop.360view.link/360viewer/360view.html?d=0303266-kl-25-pr
PDKP-2312-A,Fancy Colour,VIVID PINK,PEAR,0.62,Under 1ct,VVS1,,VG,EX,6.59 - 4.55 * 2.84,62.4,60.0,1.45,IGI,795624169,https://api.igi.org/viewpdf.php?r=795624169,https://workshop.360view.link/360viewer/360view.html?d=2205267-PDKP-2312-
PDKP-2325,Fancy Colour,VIVID PINK,PEAR,0.58,Under 1ct,VS1,,VG,VG,6.59 - 4.35 * 2.74,63.0,60.0,1.51,IGI,795624182,https://api.igi.org/viewpdf.php?r=795624182,https://workshop.360view.link/360viewer/360view.html?d=2205261-PDKP-2325
PDKP-2317,Fancy Colour,VIVID PINK,PEAR,0.54,Under 1ct,VVS2,,VG,VG,6.61 - 4.22 * 2.70,64.0,61.0,1.57,IGI,795624174,https://api.igi.org/viewpdf.php?r=795624174,https://workshop.360view.link/360viewer/360view.html?d=2205266-PDKP-2317
PDKP-2314-A,Fancy Colour,VIVID PINK,PEAR,0.53,Under 1ct,VVS2,,VG,VG,6.23 - 4.22 * 2.81,66.6,56.0,1.48,IGI,795624171,https://api.igi.org/viewpdf.php?r=795624171,https://workshop.360view.link/360viewer/360view.html?d=2205263-PDKP-2314-
PDKP-2339,Fancy Colour,VIVID PINK,PEAR,0.52,Under 1ct,VS2,,VG,VG,6.26 - 4.16 * 2.66,63.9,59.0,1.5,IGI,795624196,https://api.igi.org/viewpdf.php?r=795624196,https://workshop.360view.link/360viewer/360view.html?d=2005263-PDKP-2339
PDKP-2161,Fancy Colour,VIVID PINK,PEAR,0.49,Under 1ct,VVS2,,VG,VG,6.09 - 4.05 * 2.70,66.7,59.0,1.5,IGI,784655009,https://api.igi.org/viewpdf.php?r=784655009,
PDKP-2412,Fancy Colour,VIVID PINK,PEAR,0.49,Under 1ct,VVS2,,VG,VG,6.35 - 3.93 * 2.61,66.4,63.0,1.62,IGI,826604957,https://api.igi.org/viewpdf.php?r=826604957,https://workshop.360view.link/360viewer/360view.html?d=1508264-PDKP-2412
PDKP-2337,Fancy Colour,VIVID PINK,PEAR,0.47,Under 1ct,VS1,,VG,VG,6.47 - 4.10 * 2.46,60.0,62.0,1.58,IGI,795624194,https://api.igi.org/viewpdf.php?r=795624194,https://workshop.360view.link/360viewer/360view.html?d=2005261-PDKP-2337
PDKP-2399,Fancy Colour,VIVID PINK,PEAR,0.47,Under 1ct,VS1,,VG,GD,6.30 - 3.90 * 2.62,67.2,61.0,1.62,IGI,826604944,https://api.igi.org/viewpdf.php?r=826604944,https://workshop.360view.link/360viewer/360view.html?d=1308268-PDKP-2399
PDKP-2318,Fancy Colour,VIVID PINK,PEAR,0.46,Under 1ct,VVS2,,VG,VG,6.04 - 4.08 * 2.56,62.7,60.0,1.48,IGI,795624175,https://api.igi.org/viewpdf.php?r=795624175,https://workshop.360view.link/360viewer/360view.html?d=2205265-PDKP-2318
PDKP-2332,Fancy Colour,VIVID PINK,PEAR,0.46,Under 1ct,VS1,,VG,VG,6.22 - 4.13 * 2.50,60.5,63.0,1.51,IGI,795624189,https://api.igi.org/viewpdf.php?r=795624189,https://workshop.360view.link/360viewer/360view.html?d=2005263-PDKP-2332
PDKP-2390,Fancy Colour,VIVID PINK,PEAR,0.45,Under 1ct,VVS2,,VG,GD,6.18 - 4.05 * 2.45,60.5,59.0,1.53,IGI,826604935,https://api.igi.org/viewpdf.php?r=826604935,https://workshop.360view.link/360viewer/360view.html?d=1508262-PDKP-2390
PDKP-2420,Fancy Colour,VIVID PINK,PEAR,0.45,Under 1ct,VVS2,,VG,VG,6.39 - 3.85 * 2.44,63.4,65.0,1.66,IGI,826604965,https://api.igi.org/viewpdf.php?r=826604965,https://workshop.360view.link/360viewer/360view.html?d=1508264-PDKP-2420
PDKP-2327,Fancy Colour,VIVID PINK,PEAR,0.44,Under 1ct,VS1,,VG,VG,6.08 - 4.05 * 2.45,60.5,60.0,1.5,IGI,795624184,https://api.igi.org/viewpdf.php?r=795624184,https://workshop.360view.link/360viewer/360view.html?d=2205260-PDKP-2327
PDKP-2429,Fancy Colour,VIVID PINK,PEAR,0.43,Under 1ct,VVS2,,VG,VG,6.24 - 3.92 * 2.43,62.0,61.0,1.59,IGI,826604974,https://api.igi.org/viewpdf.php?r=826604974,https://workshop.360view.link/360viewer/360view.html?d=1308260-PDKP-2429
PDKP-2419,Fancy Colour,VIVID PINK,PEAR,0.4,Under 1ct,VS1,,VG,VG,6.18 - 3.81 * 2.39,62.7,56.0,1.62,IGI,826604964,https://api.igi.org/viewpdf.php?r=826604964,https://workshop.360view.link/360viewer/360view.html?d=1508268-PDKP-2419
PDKP-2428,Fancy Colour,VIVID PINK,PEAR,0.4,Under 1ct,VVS2,,EX,EX,5.74 - 3.60 * 2.49,69.2,56.0,1.59,IGI,826604973,https://api.igi.org/viewpdf.php?r=826604973,https://workshop.360view.link/360viewer/360view.html?d=1308260-PDKP-2428
PDKP-2416,Fancy Colour,VIVID PINK,PEAR,0.39,Under 1ct,VS1,,VG,VG,6.00 - 3.76 * 2.40,63.8,63.0,1.6,IGI,826604961,https://api.igi.org/viewpdf.php?r=826604961,https://workshop.360view.link/360viewer/360view.html?d=1508262-PDKP-2416
PDKP-2319,Fancy Colour,VIVID PINK,PEAR,0.38,Under 1ct,VVS2,,VG,VG,6.02 - 3.69 * 2.41,65.3,57.0,1.63,IGI,795624176,https://api.igi.org/viewpdf.php?r=795624176,https://workshop.360view.link/360viewer/360view.html?d=2205262-PDKP-2319
PDKP-2406,Fancy Colour,VIVID PINK,PEAR,0.38,Under 1ct,VS1,,VG,VG,5.83 - 3.87 * 2.31,59.7,64.0,1.51,IGI,826604951,https://api.igi.org/viewpdf.php?r=826604951,https://workshop.360view.link/360viewer/360view.html?d=1508260-PDKP-2406
PDKP-2411,Fancy Colour,VIVID PINK,PEAR,0.38,Under 1ct,VVS2,,VG,VG,5.73 - 3.75 * 2.40,64.0,58.0,1.53,IGI,826604956,https://api.igi.org/viewpdf.php?r=826604956,https://workshop.360view.link/360viewer/360view.html?d=1508262-PDKP-2411
PDKP-2315-A,Fancy Colour,VIVID PINK,PEAR,0.37,Under 1ct,VVS2,,VG,VG,5.85 - 3.78 * 2.25,59.5,58.0,1.55,IGI,795624172,https://api.igi.org/viewpdf.php?r=795624172,https://workshop.360view.link/360viewer/360view.html?d=2205265-PDKP-2315-
PDKP-2401,Fancy Colour,VIVID PINK,PEAR,0.37,Under 1ct,VVS2,,VG,GD,5.70 - 3.62 * 2.39,66.0,56.0,1.57,IGI,826604946,https://api.igi.org/viewpdf.php?r=826604946,https://workshop.360view.link/360viewer/360view.html?d=1208265-PDKP-2401
PDKP-2408,Fancy Colour,VIVID PINK,PEAR,0.37,Under 1ct,VVS2,,VG,VG,5.78 - 3.82 * 2.34,61.3,66.0,1.51,IGI,826604953,https://api.igi.org/viewpdf.php?r=826604953,https://workshop.360view.link/360viewer/360view.html?d=1508261-PDKP-2408
PDKP-2394,Fancy Colour,VIVID PINK,PEAR,0.36,Under 1ct,VS1,,VG,VG,6.04 - 3.42 * 2.38,69.6,58.0,1.77,IGI,826604939,https://api.igi.org/viewpdf.php?r=826604939,https://workshop.360view.link/360viewer/360view.html?d=1508261-PDKP-2394
PDKP-2324,Fancy Colour,VIVID PINK,PEAR,0.35,Under 1ct,VVS2,,VG,VG,5.64 - 3.69 * 2.24,60.7,60.0,1.53,IGI,795624181,https://api.igi.org/viewpdf.php?r=795624181,https://workshop.360view.link/360viewer/360view.html?d=2205268-PDKP-2324
PDKP-2328,Fancy Colour,VIVID PINK,PEAR,0.35,Under 1ct,VVS2,,EX,EX,5.75 - 3.54 * 2.32,65.5,56.0,1.62,IGI,795624185,https://api.igi.org/viewpdf.php?r=795624185,https://workshop.360view.link/360viewer/360view.html?d=2205263-PDKP-2328
PDKP-2391,Fancy Colour,VIVID PINK,PEAR,0.35,Under 1ct,VVS2,,VG,GD,5.67 - 3.59 * 2.30,64.1,58.0,1.58,IGI,826604936,https://api.igi.org/viewpdf.php?r=826604936,https://workshop.360view.link/360viewer/360view.html?d=1508262-PDKP-2391
PDKP-2404,Fancy Colour,VIVID PINK,PEAR,0.35,Under 1ct,VVS2,,VG,VG,6.10 - 3.71 * 2.10,56.6,56.0,1.64,IGI,826604949,https://api.igi.org/viewpdf.php?r=826604949,https://workshop.360view.link/360viewer/360view.html?d=1308267-PDKP-2404
PDKP-2410,Fancy Colour,VIVID PINK,PEAR,0.35,Under 1ct,VVS2,,VG,VG,5.82 - 3.55 * 2.31,65.1,60.0,1.64,IGI,826604955,https://api.igi.org/viewpdf.php?r=826604955,https://workshop.360view.link/360viewer/360view.html?d=1508267-PDKP-2410
PDKP-2431,Fancy Colour,VIVID PINK,PEAR,0.35,Under 1ct,VVS2,,VG,GD,6.13 - 3.58 * 2.23,62.3,57.0,1.71,IGI,826604931,https://api.igi.org/viewpdf.php?r=826604931,https://workshop.360view.link/360viewer/360view.html?d=1508264-PDKP-2431
PDKP-2393,Fancy Colour,VIVID PINK,PEAR,0.34,Under 1ct,VS2,,VG,GD,5.69 - 3.64 * 2.25,61.8,57.0,1.56,IGI,826604938,https://api.igi.org/viewpdf.php?r=826604938,https://workshop.360view.link/360viewer/360view.html?d=1508266-PDKP-2393
PDKP-2316,Fancy Colour,VIVID PINK,PEAR,0.33,Under 1ct,VVS2,,VG,VG,6.07 - 3.59 * 2.14,59.6,63.0,1.69,IGI,795624173,https://api.igi.org/viewpdf.php?r=795624173,https://workshop.360view.link/360viewer/360view.html?d=2205268-PDKP-2316
PDKP-2331,Fancy Colour,VIVID PINK,PEAR,0.33,Under 1ct,VVS2,,VG,VG,5.64 - 3.68 * 2.31,62.8,58.0,1.53,IGI,795624188,https://api.igi.org/viewpdf.php?r=795624188,https://workshop.360view.link/360viewer/360view.html?d=2205268-PDKP-2331
PDKP-2397,Fancy Colour,VIVID PINK,PEAR,0.33,Under 1ct,VS1,,VG,GD,5.56 - 3.59 * 2.32,64.6,56.0,1.55,IGI,826604942,https://api.igi.org/viewpdf.php?r=826604942,https://workshop.360view.link/360viewer/360view.html?d=1208264-PDKP-2397
PDKP-2400,Fancy Colour,VIVID PINK,PEAR,0.33,Under 1ct,VVS2,,VG,VG,5.58 - 3.54 * 2.26,63.8,58.0,1.58,IGI,826604945,https://api.igi.org/viewpdf.php?r=826604945,https://workshop.360view.link/360viewer/360view.html?d=1308268-PDKP-2400
PDKP-2405,Fancy Colour,VIVID PINK,PEAR,0.32,Under 1ct,VS1,,VG,GD,6.02 - 3.45 * 2.18,63.2,65.0,1.74,IGI,826604950,https://api.igi.org/viewpdf.php?r=826604950,https://workshop.360view.link/360viewer/360view.html?d=1508261-PDKP-2405
PDKP-2323,Fancy Colour,VIVID PINK,PEAR,0.31,Under 1ct,VVS2,,VG,VG,5.42 - 3.47 * 2.22,64.0,62.0,1.56,IGI,795624180,https://api.igi.org/viewpdf.php?r=795624180,https://workshop.360view.link/360viewer/360view.html?d=2205260-PDKP-2323
PDKP-2392,Fancy Colour,VIVID PINK,PEAR,0.31,Under 1ct,VS2,,VG,VG,5.64 - 3.38 * 2.19,64.8,58.0,1.67,IGI,826604937,https://api.igi.org/viewpdf.php?r=826604937,https://workshop.360view.link/360viewer/360view.html?d=1208266-PDKP-2392
PDKP-2395,Fancy Colour,VIVID PINK,PEAR,0.31,Under 1ct,VVS2,,VG,GD,5.50 - 3.52 * 2.20,62.5,59.0,1.56,IGI,826604940,https://api.igi.org/viewpdf.php?r=826604940,https://workshop.360view.link/360viewer/360view.html?d=1308260-PDKP-2395
PDKP-2413,Fancy Colour,VIVID PINK,PEAR,0.31,Under 1ct,VVS2,,VG,VG,6.18 - 3.57 * 2.01,56.3,59.0,1.73,IGI,826604958,https://api.igi.org/viewpdf.php?r=826604958,https://workshop.360view.link/360viewer/360view.html?d=1508262-PDKP-2413
PDKP-2322,Fancy Colour,VIVID PINK,PEAR,0.29,Under 1ct,VVS2,,VG,VG,5.48 - 3.56 * 2.01,56.5,64.0,1.54,IGI,795624179,https://api.igi.org/viewpdf.php?r=795624179,https://workshop.360view.link/360viewer/360view.html?d=2205265-PDKP-2322
PDKP-2074-A,Fancy Colour,VIVID PINK,RADIANT,9.99,5.00–9.99ct,VS1,,VG,EX,15.20 - 10.53 * 7.05,67.0,68.0,1.44,IGI,818622699,https://api.igi.org/viewpdf.php?r=818622699,https://workshop.360view.link/360viewer/360view.html?d=1308261-PDKP-2074--
PDKP-3054,Fancy Colour,VIVID PINK,RADIANT,8.47,5.00–9.99ct,VVS2,,EX,EX,14.23 - 10.17 * 6.41,63.0,67.0,1.4,IGI,809688751,https://api.igi.org/viewpdf.php?r=809688751,https://workshop.360view.link/360viewer/360view.html?d=2407260-PDKP-3054-
PDKP-1149,Fancy Colour,INTENSE PINK,RADIANT,6.55,5.00–9.99ct,VS1,,VG,EX,13.04 - 9.01 * 6.21,68.9,65.0,1.45,IGI,681572969,https://api.igi.org/viewpdf.php?r=681572969,https://workshop.360view.link/360viewer/360view.html?d=1203254-P-128-pt
PDKP-2036,Fancy Colour,VIVID PINK,RADIANT,6.51,5.00–9.99ct,VS1,,VG,EX,13.62 - 9.21 * 6.04,66.0,65.6,1.48,IGI,763617997,https://api.igi.org/viewpdf.php?r=763617997,https://workshop.360view.link/360viewer/360view.html?d=1202265-PDKP-2036
PDKP-2115,Fancy Colour,VIVID PINK,RADIANT,6.0,5.00–9.99ct,VVS2,,EX,EX,12.79 - 8.82 * 5.99,67.9,71.0,1.45,IGI,781603282,https://api.igi.org/viewpdf.php?r=781603282,https://workshop.360view.link/360viewer/360view.html?d=2503268-PDKP-2115-PR
PDV-3,Fancy Colour,VIVID PINK,RADIANT,5.1,5.00–9.99ct,VS1,,EX,EX,12.16 - 8.61 * 5.75,66.8,66.0,1.41,IGI,776672237,https://api.igi.org/viewpdf.php?r=776672237,https://workshop.360view.link/360viewer/360view.html?d=1805267-JK-54-P
PDKP-1517,Fancy Colour,VIVID PINK,RADIANT,4.5,3.00–4.99ct,VVS2,,EX,EX,12.12 - 8.12 * 5.34,65.8,65.0,1.49,IGI,737543780,https://api.igi.org/viewpdf.php?r=737543780,https://workshop.360view.link/360viewer/360view.html?d=0810256-PDKP-1517
PDKP-3061,Fancy Colour,VIVID PINK,RADIANT,4.08,3.00–4.99ct,VS1,,EX,EX,11.148 - 7.86 * 5.17,65.8,67.0,1.42,IGI,811621507,https://api.igi.org/viewpdf.php?r=811621507,
PDJK-5,Fancy Colour,VIVID PINK,RADIANT,4.06,3.00–4.99ct,VS1,,EX,EX,11.91 - 7.63 * 5.09,66.7,65.0,1.56,IGI,775619889,https://api.igi.org/viewpdf.php?r=775619889,https://workshop.360view.link/360viewer/360view.html?d=2702261-JK-5-PR
PDKP-1513,Fancy Colour,VIVID PINK,RADIANT,4.02,3.00–4.99ct,VS2,,EX,EX,11.49 - 7.88 * 5.13,65.1,69.0,1.46,IGI,737543785,https://api.igi.org/viewpdf.php?r=737543785,https://workshop.360view.link/360viewer/360view.html?d=0810250-PDKP-1513
PDKP-2071,Fancy Colour,VIVID PINK,RADIANT,4.02,3.00–4.99ct,VS1,,VG,EX,10.89 - 8.05 * 5.32,66.1,67.0,1.35,IGI,778616756,https://api.igi.org/viewpdf.php?r=778616756,https://workshop.360view.link/360viewer/360view.html?d=1103268-PDKP-2071
PDKP-1512,Fancy Colour,VIVID PINK,RADIANT,4.01,3.00–4.99ct,VVS2,,EX,EX,11.78 - 7.91 * 4.91,62.1,69.0,1.49,IGI,737543783,https://api.igi.org/viewpdf.php?r=737543783,https://workshop.360view.link/360viewer/360view.html?d=0810256-PDKP-1512
PDKP-2074,Fancy Colour,VIVID PINK,RADIANT,3.98,3.00–4.99ct,VS1,,EX,EX,10.66 - 7.90 * 5.34,67.6,67.0,1.35,IGI,778616759,https://api.igi.org/viewpdf.php?r=778616759,https://workshop.360view.link/360viewer/360view.html?d=1103261-PDKP-2074
PDKP-904,Fancy Colour,VIVID PINK,RADIANT,3.96,3.00–4.99ct,VS2,,EX,EX,11.11 - 7.85 * 5.22,66.5,66.0,1.42,IGI,660445871,https://api.igi.org/viewpdf.php?r=660445871,https://workshop.360view.link/360viewer/360view.html?d=3011242-ant-136-3
PDJK-4,Fancy Colour,VIVID PINK,RADIANT,3.69,3.00–4.99ct,VS2,,EX,EX,11.43 - 7.49 * 5.12,68.4,65.0,1.53,IGI,778614220,https://api.igi.org/viewpdf.php?r=778614220,https://workshop.360view.link/360viewer/360view.html?d=1103265-JK-4-PR
PDJK-10,Fancy Colour,VIVID PINK,RADIANT,3.61,3.00–4.99ct,VS1,,EX,EX,11.42 - 7.32 * 4.88,66.7,65.0,1.56,IGI,775619890,https://api.igi.org/viewpdf.php?r=775619890,https://workshop.360view.link/360viewer/360view.html?d=2702265-JK-10-
PDKP-2070,Fancy Colour,VIVID PINK,RADIANT,3.57,3.00–4.99ct,VVS2,,VG,EX,10.71 - 7.41 * 5.04,68.0,65.0,1.45,IGI,778616755,https://api.igi.org/viewpdf.php?r=778616755,https://workshop.360view.link/360viewer/360view.html?d=1103261-PDKP-2070
PDJK-10-A,Fancy Colour,VIVID PINK,RADIANT,3.26,3.00–4.99ct,VS2,,EX,EX,10.91 - 7.14 * 4.93,69.0,64.0,1.53,IGI,775619894,https://api.igi.org/viewpdf.php?r=775619894,https://workshop.360view.link/360viewer/360view.html?d=2702263-JK-10-A-
PDPV-181,Fancy Colour,VIVID PINK,RADIANT,3.09,3.00–4.99ct,VVS2,,EX,EX,10.43 - 7.20 * 4.69,65.1,65.0,1.45,IGI,766657842,https://api.igi.org/viewpdf.php?r=766657842,https://workshop.360view.link/360viewer/360view.html?d=1902268-pv-181-pr
PDKP-2073,Fancy Colour,VIVID PINK,RADIANT,3.08,3.00–4.99ct,VVS2,,VG,EX,9.85 - 7.33 * 4.88,66.6,66.0,1.34,IGI,778616758,https://api.igi.org/viewpdf.php?r=778616758,https://workshop.360view.link/360viewer/360view.html?d=1103267-pdkp-2073
PDPV-180,Fancy Colour,VIVID PINK,RADIANT,3.07,3.00–4.99ct,VS1,,EX,EX,10.26 - 7.09 * 4.82,68.0,66.0,1.45,IGI,766657839,https://api.igi.org/viewpdf.php?r=766657839,https://workshop.360view.link/360viewer/360view.html?d=1702263-PV-180-PR
PDKP-1922,Fancy Colour,VIVID PINK,RADIANT,3.04,3.00–4.99ct,VVS2,,VG,EX,10.24 - 7.12 * 4.85,68.1,63.0,1.44,IGI,750531527,https://api.igi.org/viewpdf.php?r=750531527,https://workshop.360view.link/360viewer/360view.html?d=0912254-PDKP-1922
PDKP-1518,Fancy Colour,VIVID PINK,RADIANT,3.03,3.00–4.99ct,VS1,,VG,EX,9.93 - 7.12 * 4.77,67.0,66.0,1.39,IGI,737543781,https://api.igi.org/viewpdf.php?r=737543781,https://workshop.360view.link/360viewer/360view.html?d=0810257-PDKP-1518
